date,R_s,T_max,T_min,e_a
2000-03-16,13.199999809265137,17.299999237060547,5.099999904632568,1.2399999618530275
2000-03-17,18.200000762939453,17.600000381469727,7.400000095367432,1.1899999618530275
2000-03-18,18.600000381469727,16.899999618530273,5.300000190734863,1.2300000190734863
2000-03-19,15.600000381469727,20.799999237060547,9.5,1.0199999809265137
2000-03-20,16.200000762939453,28.799999237060547,12.699999809265137,1.3300000190734864
2000-03-21,3.799999952316284,21.5,13.0,1.5199999809265137
2000-03-22,13.0,21.299999237060547,6.400000095367432,0.8600000381469727
2000-03-23,18.700000762939453,14.5,0.699999988079071,0.9300000190734864
2000-03-24,12.300000190734863,16.0,3.700000047683716,1.1600000381469726
2000-03-25,10.0,16.600000381469727,8.199999809265137,1.2800000190734864
2000-03-26,17.100000381469727,17.0,8.199999809265137,1.1899999618530275
2000-03-27,14.100000381469727,16.299999237060547,3.299999952316284,1.1699999809265138
2000-03-28,11.5,17.299999237060547,9.399999618530273,1.1699999809265138
2000-03-29,14.100000381469727,16.899999618530273,6.599999904632568,1.2199999809265138
2000-03-30,13.300000190734863,20.0,11.100000381469727,1.2699999809265137
2000-03-31,16.600000381469727,18.799999237060547,4.300000190734863,1.2199999809265138
2000-04-01,7.800000190734863,19.899999618530273,9.0,1.2800000190734864
2000-04-02,3.799999952316284,25.299999237060547,8.699999809265137,1.1199999809265138
2000-04-03,14.100000381469727,11.399999618530273,1.100000023841858,1.0399999618530273
2000-04-04,5.199999809265137,15.899999618530273,3.799999952316284,0.8899999618530274
2000-04-05,12.699999809265137,24.5,5.300000190734863,1.0899999618530274
2000-04-06,2.4000000953674316,20.200000762939453,10.5,1.2399999618530275
2000-04-07,7.699999809265137,13.0,10.100000381469727,1.2399999618530275
2000-04-08,6.199999809265137,17.700000762939453,9.300000190734863,1.1699999809265138
2000-04-09,9.0,14.399999618530273,8.100000381469727,1.1199999809265138
2000-04-10,8.800000190734863,15.300000190734863,6.900000095367432,1.1199999809265138
2000-04-11,9.899999618530273,17.5,4.300000190734863,1.0399999618530273
2000-04-12,14.399999618530273,15.199999809265137,0.5,0.9199999809265137
2000-04-13,13.899999618530273,25.200000762939453,8.5,1.1100000381469728
2000-04-14,14.300000190734863,16.899999618530273,5.900000095367432,1.0199999809265137
2000-04-15,14.199999809265137,19.700000762939453,1.600000023841858,0.8800000190734864
2000-04-16,9.800000190734863,19.799999237060547,1.2000000476837158,0.9
2000-04-17,12.399999618530273,20.399999618530273,3.5999999046325684,1.0300000190734864
2000-04-18,7.300000190734863,24.0,11.899999618530273,1.1600000381469726
2000-04-19,1.899999976158142,24.399999618530273,12.5,1.4699999809265138
2000-04-20,3.299999952316284,14.399999618530273,11.899999618530273,1.3300000190734864
2000-04-21,6.5,14.600000381469727,7.699999809265137,1.2300000190734863
2000-04-22,11.699999809265137,13.899999618530273,7.400000095367432,1.1199999809265138
2000-04-23,1.899999976158142,16.5,8.5,1.3100000381469727
2000-04-24,4.300000190734863,13.399999618530273,9.699999809265137,1.2000000000000002
2000-04-25,9.199999809265137,12.699999809265137,7.0,0.8899999618530274
2000-04-26,11.399999618530273,12.899999618530273,1.5,0.8899999618530274
2000-04-27,11.100000381469727,20.600000381469727,7.599999904632568,1.0199999809265137
2000-04-28,11.5,15.800000190734863,2.200000047683716,0.9199999809265137
2000-04-29,9.399999618530273,18.799999237060547,0.699999988079071,0.8199999809265137
2000-04-30,9.600000381469727,20.5,1.899999976158142,0.8399999618530274
2000-05-01,10.699999809265137,16.0,1.5,0.7699999809265137
2000-05-02,10.699999809265137,21.700000762939453,1.399999976158142,0.9699999809265137
2000-05-03,9.699999809265137,21.799999237060547,8.0,1.0899999618530274
2000-05-04,4.900000095367432,18.899999618530273,6.0,1.0399999618530273
2000-05-05,2.5,16.799999237060547,7.599999904632568,1.1199999809265138
2000-05-06,6.400000095367432,12.399999618530273,10.100000381469727,1.2000000000000002
2000-05-07,1.2999999523162842,18.5,10.800000190734863,1.1899999618530275
2000-05-08,5.400000095367432,16.299999237060547,5.5,0.8600000381469727
2000-05-09,10.0,11.199999809265137,-1.7000000476837158,0.6599999904632569
2000-05-10,9.600000381469727,16.0,-0.5,0.7199999809265137
2000-05-11,5.800000190734863,16.700000762939453,4.0,1.0699999809265137
2000-05-12,1.5,13.199999809265137,5.099999904632568,0.9399999618530274
2000-05-13,2.5,9.399999618530273,6.5,1.0199999809265137
2000-05-14,6.0,9.0,1.7000000476837158,0.8800000190734864
2000-05-15,4.300000190734863,11.0,0.800000011920929,0.7400000095367432
2000-05-16,2.700000047683716,19.399999618530273,2.799999952316284,1.0699999809265137
2000-05-17,8.0,9.5,-1.399999976158142,0.6400000095367432
2000-05-18,5.5,15.699999809265137,-1.100000023841858,0.7300000190734863
2000-05-19,7.800000190734863,15.899999618530273,2.700000047683716,1.0199999809265137
2000-05-20,5.400000095367432,15.0,5.099999904632568,0.9899999618530274
2000-05-21,1.2000000476837158,17.5,8.800000190734863,1.1399999618530274
2000-05-22,4.800000190734863,10.800000190734863,-0.10000000149011612,0.6199999809265138
2000-05-23,7.199999809265137,12.100000381469727,0.699999988079071,0.8699999809265138
2000-05-24,7.599999904632568,14.5,-1.2999999523162842,0.7300000190734863
2000-05-25,8.199999809265137,14.100000381469727,2.5,0.7800000190734864
2000-05-26,7.900000095367432,14.899999618530273,-0.4000000059604645,0.75
2000-05-27,7.5,15.100000381469727,1.100000023841858,0.7099999904632569
2000-05-28,7.099999904632568,15.199999809265137,-1.2999999523162842,0.65
2000-05-29,0.800000011920929,15.800000190734863,1.0,0.7300000190734863
2000-05-30,6.5,15.0,9.600000381469727,1.1800000190734863
2000-05-31,5.099999904632568,17.5,8.800000190734863,0.7599999904632568
2000-06-01,6.699999809265137,17.200000762939453,8.699999809265137,0.9199999809265137
2000-06-02,2.799999952316284,17.399999618530273,3.799999952316284,0.75
2000-06-03,4.800000190734863,14.800000190734863,-0.5,0.6400000095367432
2000-06-04,0.8999999761581421,11.300000190734863,0.8999999761581421,0.9
2000-06-05,5.699999809265137,8.5,6.5,0.8300000190734864
2000-06-06,5.800000190734863,11.600000381469727,4.199999809265137,0.7400000095367432
2000-06-07,5.300000190734863,11.899999618530273,2.799999952316284,0.8
2000-06-08,6.699999809265137,9.5,-0.20000000298023224,0.5900000095367431
2000-06-09,7.5,10.0,-4.099999904632568,0.49000000953674316
2000-06-10,3.9000000953674316,13.5,-2.0999999046325684,0.8399999618530274
2000-06-11,6.699999809265137,15.399999618530273,3.0999999046325684,0.7400000095367432
2000-06-12,2.4000000953674316,12.300000190734863,-0.10000000149011612,0.6199999809265138
2000-06-13,3.700000047683716,8.0,2.700000047683716,0.5699999809265137
2000-06-14,6.5,8.300000190734863,0.10000000149011612,0.5699999809265137
2000-06-15,5.699999809265137,14.399999618530273,3.200000047683716,0.8300000190734864
2000-06-16,5.900000095367432,17.200000762939453,-2.299999952316284,0.5699999809265137
2000-06-17,4.099999904632568,15.600000381469727,0.800000011920929,0.8
2000-06-18,4.699999809265137,19.0,10.5,0.6699999809265137
2000-06-19,6.699999809265137,17.5,-1.2000000476837158,0.5599999904632569
2000-06-20,6.5,13.699999809265137,-2.700000047683716,0.5300000190734864
2000-06-21,3.700000047683716,14.199999809265137,-1.2999999523162842,0.55
2000-06-22,5.300000190734863,8.600000381469727,-3.200000047683716,0.5300000190734864
2000-06-23,5.300000190734863,10.199999809265137,-1.7999999523162842,0.6400000095367432
2000-06-24,2.700000047683716,19.700000762939453,0.699999988079071,0.9500000000000001
2000-06-25,4.199999809265137,17.299999237060547,10.5,0.9399999618530274
2000-06-26,2.0,19.600000381469727,6.0,1.0
2000-06-27,2.4000000953674316,12.100000381469727,1.899999976158142,0.8899999618530274
2000-06-28,0.699999988079071,9.899999618530273,5.599999904632568,1.0
2000-06-29,2.799999952316284,10.5,7.300000190734863,0.9899999618530274
2000-06-30,4.599999904632568,13.800000190734863,1.7000000476837158,0.8899999618530274
2000-07-01,5.599999904632568,15.5,4.800000190734863,0.9
2000-07-02,1.399999976158142,12.600000381469727,5.699999809265137,0.8800000190734864
2000-07-03,2.9000000953674316,9.0,5.099999904632568,0.8800000190734864
2000-07-04,4.099999904632568,9.100000381469727,1.600000023841858,0.7699999809265137
2000-07-05,4.5,9.699999809265137,-0.6000000238418579,0.6599999904632569
2000-07-06,2.799999952316284,9.0,0.4000000059604645,0.5699999809265137
2000-07-07,1.7000000476837158,8.5,0.699999988079071,0.8600000381469727
2000-07-08,1.7999999523162842,9.5,5.099999904632568,1.0899999618530274
2000-07-09,5.5,10.300000190734863,0.5,0.7400000095367432
2000-07-10,6.699999809265137,11.5,-0.4000000059604645,0.6300000190734864
2000-07-11,6.0,12.0,0.699999988079071,0.7300000190734863
2000-07-12,6.099999904632568,12.5,1.899999976158142,0.7400000095367432
2000-07-13,8.399999618530273,13.0,-0.10000000149011612,0.6599999904632569
2000-07-14,4.800000190734863,14.600000381469727,-4.0,0.5
2000-07-15,6.800000190734863,9.300000190734863,-2.4000000953674316,0.6000000000000001
2000-07-16,2.200000047683716,11.899999618530273,-0.20000000298023224,0.8300000190734864
2000-07-17,5.300000190734863,10.600000381469727,5.5,0.7000000000000001
2000-07-18,4.0,12.300000190734863,5.599999904632568,0.8699999809265138
2000-07-19,5.0,11.300000190734863,2.0999999046325684,0.7099999904632569
2000-07-20,2.5999999046325684,9.199999809265137,2.9000000953674316,0.9
2000-07-21,4.800000190734863,13.199999809265137,5.800000190734863,1.0899999618530274
2000-07-22,3.5,16.0,8.100000381469727,1.0899999618530274
2000-07-23,5.699999809265137,13.600000381469727,8.0,0.9899999618530274
2000-07-24,6.699999809265137,13.399999618530273,-2.5,0.6800000190734864
2000-07-25,7.800000190734863,16.899999618530273,1.100000023841858,0.6800000190734864
2000-07-26,5.0,14.100000381469727,1.899999976158142,0.8199999809265137
2000-07-27,2.5999999046325684,16.200000762939453,6.900000095367432,1.1600000381469726
2000-07-28,8.5,16.5,2.700000047683716,0.9199999809265137
2000-07-29,9.0,15.300000190734863,-1.399999976158142,0.6199999809265138
2000-07-30,9.5,10.699999809265137,-4.199999809265137,0.5699999809265137
2000-07-31,7.300000190734863,14.100000381469727,-0.6000000238418579,0.7599999904632568
2000-08-01,6.699999809265137,14.100000381469727,-2.299999952316284,0.6000000000000001
2000-08-02,9.399999618530273,9.899999618530273,0.0,0.6400000095367432
2000-08-03,10.300000190734863,12.100000381469727,-4.699999809265137,0.5400000095367432
2000-08-04,8.699999809265137,10.300000190734863,-1.600000023841858,0.5800000190734863
2000-08-05,6.699999809265137,10.600000381469727,-1.5,0.6300000190734864
2000-08-06,10.100000381469727,12.0,-1.899999976158142,0.7099999904632569
2000-08-07,8.300000190734863,16.799999237060547,-0.6000000238418579,0.6699999809265137
2000-08-08,,12.300000190734863,-3.9000000953674316,0.6000000000000001
2000-08-09,10.699999809265137,12.300000190734863,-3.0999999046325684,0.6300000190734864
2000-08-10,8.199999809265137,18.0,-0.30000001192092896,0.7099999904632569
2000-08-11,10.199999809265137,19.200000762939453,6.099999904632568,0.7199999809265137
2000-08-12,11.600000381469727,13.0,-0.10000000149011612,0.6400000095367432
2000-08-13,11.699999809265137,12.5,-4.0,0.5400000095367432
2000-08-14,11.5,17.899999618530273,0.10000000149011612,0.6199999809265138
2000-08-15,12.600000381469727,13.199999809265137,-4.400000095367432,0.5900000095367431
2000-08-16,8.300000190734863,11.399999618530273,-2.0999999046325684,0.7699999809265137
2000-08-17,5.199999809265137,17.799999237060547,2.5999999046325684,0.9500000000000001
2000-08-18,1.0,17.200000762939453,6.900000095367432,0.9800000190734863
2000-08-19,2.0,9.899999618530273,7.300000190734863,1.0800000190734864
2000-08-20,8.399999618530273,9.300000190734863,5.800000190734863,0.9199999809265137
2000-08-21,4.199999809265137,12.600000381469727,4.699999809265137,0.9399999618530274
2000-08-22,8.300000190734863,7.0,2.5,0.7099999904632569
2000-08-23,13.300000190734863,8.399999618530273,-2.299999952316284,0.5300000190734864
2000-08-24,13.800000190734863,10.199999809265137,-2.9000000953674316,0.5900000095367431
2000-08-25,13.300000190734863,11.0,-3.200000047683716,0.6400000095367432
2000-08-26,1.5,10.0,3.0999999046325684,0.8800000190734864
2000-08-27,11.899999618530273,6.900000095367432,1.600000023841858,0.9
2000-08-28,4.599999904632568,12.5,4.699999809265137,0.9600000381469727
2000-08-29,8.399999618530273,9.399999618530273,6.699999809265137,1.1199999809265138
2000-08-30,8.199999809265137,11.100000381469727,7.400000095367432,1.0600000381469727
2000-08-31,4.400000095367432,10.5,8.100000381469727,1.2000000000000002
2000-09-01,6.199999809265137,10.5,8.100000381469727,1.1500000000000001
2000-09-02,7.5,11.5,8.399999618530273,1.1500000000000001
2000-09-03,10.5,10.899999618530273,7.5,1.0399999618530273
2000-09-04,11.699999809265137,12.800000190734863,5.5,1.0399999618530273
2000-09-05,4.699999809265137,11.399999618530273,8.0,1.0199999809265137
2000-09-06,9.199999809265137,11.100000381469727,0.4000000059604645,0.9899999618530274
2000-09-07,13.600000381469727,16.700000762939453,7.099999904632568,0.7599999904632568
2000-09-08,5.599999904632568,18.799999237060547,5.199999809265137,0.7400000095367432
2000-09-09,11.399999618530273,16.0,8.300000190734863,1.0699999809265137
2000-09-10,5.300000190734863,20.799999237060547,5.099999904632568,0.8
2000-09-11,10.300000190734863,7.599999904632568,4.599999904632568,0.7699999809265137
2000-09-12,14.600000381469727,9.300000190734863,-1.0,0.7400000095367432
2000-09-13,2.799999952316284,11.100000381469727,4.599999904632568,0.9399999618530274
2000-09-14,10.100000381469727,8.5,3.700000047683716,0.8500000000000001
2000-09-15,17.899999618530273,9.699999809265137,-1.7999999523162842,0.7800000190734864
2000-09-16,17.299999237060547,9.699999809265137,0.800000011920929,0.8100000381469727
2000-09-17,18.0,13.699999809265137,0.0,0.9199999809265137
2000-09-18,9.5,15.800000190734863,3.0999999046325684,0.6199999809265138
2000-09-19,15.100000381469727,18.700000762939453,12.300000190734863,0.9399999618530274
2000-09-20,16.5,21.399999618530273,12.5,0.8199999809265137
2000-09-21,17.100000381469727,20.399999618530273,6.300000190734863,0.9500000000000001
2000-09-22,14.600000381469727,12.5,1.899999976158142,0.8699999809265138
2000-09-23,8.600000381469727,18.899999618530273,1.399999976158142,0.8
2000-09-24,11.600000381469727,18.399999618530273,5.800000190734863,0.9
2000-09-25,13.300000190734863,13.300000190734863,1.399999976158142,0.7400000095367432
2000-09-26,16.799999237060547,9.399999618530273,-0.5,0.75
2000-09-27,20.600000381469727,10.800000190734863,1.399999976158142,0.7599999904632568
2000-09-28,21.0,14.300000190734863,-1.7999999523162842,0.8
2000-09-29,15.699999809265137,13.699999809265137,7.400000095367432,0.9
2000-09-30,11.800000190734863,23.200000762939453,8.300000190734863,1.1399999618530274
2000-10-01,20.799999237060547,22.600000381469727,7.800000190734863,1.1199999809265138
2000-10-02,21.700000762939453,18.799999237060547,8.0,1.2300000190734863
2000-10-03,14.199999809265137,20.200000762939453,2.9000000953674316,0.7000000000000001
2000-10-04,11.600000381469727,17.100000381469727,3.0,0.8199999809265137
2000-10-05,21.5,17.0,-1.0,0.8800000190734864
2000-10-06,14.300000190734863,20.799999237060547,8.899999618530273,0.8500000000000001
2000-10-07,8.0,21.700000762939453,6.5,0.8800000190734864
2000-10-08,10.600000381469727,8.5,3.5999999046325684,0.8600000381469727
2000-10-09,23.0,20.5,5.699999809265137,0.8699999809265138
2000-10-10,24.100000381469727,17.700000762939453,1.2999999523162842,0.8100000381469727
2000-10-11,19.200000762939453,16.200000762939453,0.8999999761581421,0.6400000095367432
2000-10-12,4.400000095367432,19.100000381469727,5.199999809265137,0.9100000381469727
2000-10-13,15.899999618530273,9.199999809265137,5.199999809265137,0.8500000000000001
2000-10-14,19.100000381469727,12.0,1.5,0.9
2000-10-15,6.800000190734863,13.899999618530273,6.5,0.8699999809265138
2000-10-16,24.700000762939453,19.799999237060547,7.699999809265137,0.8699999809265138
2000-10-17,25.0,14.5,2.0,0.7400000095367432
2000-10-18,21.399999618530273,15.100000381469727,2.5,0.6199999809265138
2000-10-19,25.299999237060547,11.199999809265137,-0.800000011920929,0.75
2000-10-20,26.200000762939453,14.300000190734863,-0.5,0.9199999809265137
2000-10-21,22.700000762939453,15.0,5.300000190734863,1.0699999809265137
2000-10-22,17.799999237060547,17.399999618530273,8.100000381469727,1.1199999809265138
2000-10-23,16.799999237060547,14.300000190734863,3.9000000953674316,1.1500000000000001
2000-10-24,17.600000381469727,13.199999809265137,5.5,1.2800000190734864
2000-10-25,17.200000762939453,15.199999809265137,8.800000190734863,1.1899999618530275
2000-10-26,26.799999237060547,17.799999237060547,7.0,0.9500000000000001
2000-10-27,26.399999618530273,13.399999618530273,3.700000047683716,1.1199999809265138
2000-10-28,25.200000762939453,21.399999618530273,3.0999999046325684,1.0
2000-10-29,23.200000762939453,22.399999618530273,4.900000095367432,1.1199999809265138
2000-10-30,23.700000762939453,21.600000381469727,9.600000381469727,0.9
2000-10-31,14.0,19.700000762939453,9.199999809265137,1.1399999618530274
2000-11-01,10.800000190734863,16.299999237060547,7.699999809265137,1.0199999809265137
2000-11-02,8.399999618530273,13.0,6.300000190734863,0.9500000000000001
2000-11-03,20.899999618530273,11.199999809265137,3.9000000953674316,0.8699999809265138
2000-11-04,29.399999618530273,12.800000190734863,-1.600000023841858,0.8899999618530274
2000-11-05,29.700000762939453,12.899999618530273,1.2000000476837158,0.9399999618530274
2000-11-06,23.600000381469727,14.199999809265137,3.799999952316284,1.1100000381469728
2000-11-07,12.800000190734863,15.300000190734863,6.300000190734863,0.9100000381469727
2000-11-08,16.899999618530273,11.199999809265137,4.0,0.9500000000000001
2000-11-09,29.700000762939453,12.600000381469727,-1.2999999523162842,0.7400000095367432
2000-11-10,30.100000381469727,13.899999618530273,2.0999999046325684,0.9199999809265137
2000-11-11,28.600000381469727,15.5,0.0,1.0300000190734864
2000-11-12,27.799999237060547,14.600000381469727,3.700000047683716,1.0399999618530273
2000-11-13,29.0,14.199999809265137,4.699999809265137,1.1600000381469726
2000-11-14,23.299999237060547,16.100000381469727,4.400000095367432,1.2600000381469727
2000-11-15,14.0,17.700000762939453,7.199999809265137,1.0300000190734864
2000-11-16,29.100000381469727,12.399999618530273,2.799999952316284,1.0100000381469727
2000-11-17,8.600000381469727,16.700000762939453,5.699999809265137,0.9800000190734863
2000-11-18,20.100000381469727,11.0,3.5,0.7099999904632569
2000-11-19,21.899999618530273,16.700000762939453,3.0,0.6000000000000001
2000-11-20,18.899999618530273,10.300000190734863,1.2000000476837158,0.7900000095367432
2000-11-21,26.799999237060547,18.0,8.100000381469727,0.9
2000-11-22,30.0,21.5,6.699999809265137,0.9199999809265137
2000-11-23,31.399999618530273,19.299999237060547,-0.699999988079071,0.75
2000-11-24,17.399999618530273,18.799999237060547,2.9000000953674316,1.0100000381469727
2000-11-25,13.100000381469727,20.0,8.0,1.0199999809265137
2000-11-26,31.399999618530273,15.5,4.400000095367432,1.0300000190734864
2000-11-27,24.600000381469727,15.100000381469727,9.199999809265137,1.1899999618530275
2000-11-28,13.5,17.200000762939453,9.199999809265137,1.1699999809265138
2000-11-29,13.100000381469727,16.299999237060547,6.400000095367432,0.9699999809265137
2000-11-30,30.600000381469727,13.100000381469727,1.600000023841858,1.0399999618530273
2000-12-01,28.600000381469727,16.399999618530273,7.699999809265137,1.25
2000-12-02,13.0,16.200000762939453,12.0,1.0399999618530273
2000-12-03,16.399999618530273,24.700000762939453,10.199999809265137,1.1899999618530275
2000-12-04,32.900001525878906,14.899999618530273,2.700000047683716,1.2600000381469727
2000-12-05,31.899999618530273,17.200000762939453,6.300000190734863,1.2399999618530275
2000-12-06,32.0,19.399999618530273,7.800000190734863,1.3800000190734865
2000-12-07,27.200000762939453,26.200000762939453,6.400000095367432,1.0600000381469727
2000-12-08,21.299999237060547,24.600000381469727,10.800000190734863,0.9600000381469727
2000-12-09,21.700000762939453,15.600000381469727,9.800000190734863,1.1600000381469726
2000-12-10,24.299999237060547,16.100000381469727,11.100000381469727,1.4199999809265138
2000-12-11,24.899999618530273,18.200000762939453,10.699999809265137,1.7100000381469727
2000-12-12,27.600000381469727,20.200000762939453,9.699999809265137,1.4899999618530275
2000-12-13,30.399999618530273,19.799999237060547,10.100000381469727,1.6100000381469728
2000-12-14,19.5,21.799999237060547,10.600000381469727,1.8200000762939454
2000-12-15,12.5,29.700000762939453,12.100000381469727,1.3800000190734865
2000-12-16,24.0,17.5,12.699999809265137,1.5899999618530274
2000-12-17,17.700000762939453,21.100000381469727,12.399999618530273,1.6299999237060547
2000-12-18,19.700000762939453,19.200000762939453,10.699999809265137,1.4699999809265138
2000-12-19,30.299999237060547,19.399999618530273,11.800000190734863,1.6399999618530274
2000-12-20,31.100000381469727,26.0,11.199999809265137,1.6799999237060548
2000-12-21,31.899999618530273,28.0,15.199999809265137,0.8100000381469727
2000-12-22,18.0,22.899999618530273,4.900000095367432,1.1899999618530275
2000-12-23,14.5,17.600000381469727,9.5,1.0899999618530274
2000-12-24,32.5,23.600000381469727,7.599999904632568,1.2199999809265138
2000-12-25,32.599998474121094,27.100000381469727,13.600000381469727,0.6900000095367432
2000-12-26,32.099998474121094,24.299999237060547,11.399999618530273,1.2000000000000002
2000-12-27,23.200000762939453,24.799999237060547,12.300000190734863,1.1
2000-12-28,17.100000381469727,29.200000762939453,13.899999618530273,1.4600000381469727
2000-12-29,32.0,19.600000381469727,11.300000190734863,1.3800000190734865
2000-12-30,31.799999237060547,24.200000762939453,8.100000381469727,1.0699999809265137
2000-12-31,24.100000381469727,23.5,6.800000190734863,0.7400000095367432
2001-01-01,23.5,20.799999237060547,5.199999809265137,0.8199999809265137
2001-01-02,15.5,17.700000762939453,8.300000190734863,1.1100000381469728
2001-01-03,30.700000762939453,16.0,5.400000095367432,1.0399999618530273
2001-01-04,27.5,17.299999237060547,10.199999809265137,1.3699999809265138
2001-01-05,29.700000762939453,18.299999237060547,13.600000381469727,1.55
2001-01-06,20.700000762939453,21.0,12.699999809265137,1.5300000190734864
2001-01-07,19.100000381469727,21.700000762939453,12.399999618530273,1.4899999618530275
2001-01-08,26.799999237060547,19.399999618530273,14.0,1.5199999809265137
2001-01-09,18.600000381469727,20.799999237060547,13.699999809265137,1.5899999618530274
